"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Me after seeing @Brazil play https://t.co/uBMZHfsv2W",FALSE,0,NA,2018-07-06 20:01:12,FALSE,NA,"1015324805292351490",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","childishadriii",0,FALSE,FALSE,NA,NA
"Fuck.... @Brazil watch out ur forward players... So many golden chances ur player got... But one thing must say the… https://t.co/9cAK6wAFWF",FALSE,0,NA,2018-07-06 20:01:10,TRUE,NA,"1015324800263315456",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bharatbaldewa",0,FALSE,FALSE,NA,NA
"Futbal BLOODY HELL"" in deed 
 Arios Champs @Brazil 
#WorldCup",FALSE,0,NA,2018-07-06 20:01:10,FALSE,NA,"1015324797318959105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BayumiAmin",0,FALSE,FALSE,NA,NA
"Belgarians have done it in #WorldCup Another Big face @0NeymarJr0 and Team @Brazil out of the @FIFAWorldCup 
#BRABEL #Worldcup2018 #russia",FALSE,0,NA,2018-07-06 20:00:58,FALSE,NA,"1015324748962672641",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vicksy1369",0,FALSE,FALSE,NA,NA
"So no cup for the #5timeschamp
#BRABEL #FifaWorldCup2018 
Don't worry.... u did ur best @Brazil 
Eyes on #fifaworldcup2022 <f0><U+009F><U+0087><U+00A7><f0><U+009F><U+0087><U+00B7><f0><U+009F><U+008E><U+0089><f0><U+009F><U+008F><U+0086><U+26BD><U+FE0F> @neymarjr",FALSE,0,NA,2018-07-06 20:00:51,FALSE,NA,"1015324718742765569",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","im_pandita_52",0,FALSE,FALSE,NA,NA
"It's okey @neymarjr @brazil you were still very great!",FALSE,0,NA,2018-07-06 20:00:43,FALSE,NA,"1015324684366303233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hannah2banana_",0,FALSE,FALSE,NA,NA
"@Brazil may not have won the @FIFAWorldCup game.
But @neymarjr surely deserve an #oscar
#brazilvsbelgium #FIFAWorldCup",FALSE,0,"Brazil",2018-07-06 20:00:31,FALSE,NA,"1015324634294595584","1176695388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","007Donbosco",0,FALSE,FALSE,NA,NA
"@JAFD74 And a World Cup it is without  @DFB_Team_EN @Brazil @Argentina as semi-finalists !!!!! What a journey it has been so far !!!",FALSE,1,"JAFD74",2018-07-06 20:00:26,FALSE,"1015292329543065601","1015324616141737984","882862377691222016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iamsameer1009",0,FALSE,FALSE,NA,NA
"@Brazil are out, a sad day for our players @Phil_Coutinho &amp;@paulinhop8 <f0><U+009F><U+0098><U+00AB><f0><U+009F><U+0098><U+00AB> and a good day for @thomasvermaelen <f0><U+009F><U+0098><U+0081><f0><U+009F><U+0098><U+0081>.",FALSE,1,"Brazil",2018-07-06 20:00:26,FALSE,NA,"1015324613067276291","1176695388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DanbalaSadeeq",0,FALSE,FALSE,NA,NA
"RT @salim_merchant: What a super goal @Brazil https://t.co/CC79hq3oHj",FALSE,0,NA,2018-07-06 20:00:25,FALSE,NA,"1015324611494404096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HamzaGh35859728",3,TRUE,FALSE,NA,NA
"Have a nice flight @brazil. <f0><U+009F><U+0091><U+008B><f0><U+009F><U+008F><U+00BB>",FALSE,2,NA,2018-07-06 20:00:24,FALSE,NA,"1015324604078776320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wanaaqil_",0,FALSE,FALSE,NA,NA
"RT @HarbayBerry: @Youngstriker9 @k_ef4real @BelgiumMFA @Brazil @Aywenger @BlessingFowowe @Undisputed_Jsam I can't wait...",FALSE,0,NA,2018-07-06 20:00:15,FALSE,NA,"1015324568746110977",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Youngstriker9",1,TRUE,FALSE,NA,NA
"@Brazil played there heart <U+2764><U+FE0F> out today.. they were so unlucky #FIFA18WorldCup",FALSE,0,"Brazil",2018-07-06 20:00:07,FALSE,NA,"1015324535581626368","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ReyRogi",0,FALSE,FALSE,NA,NA
"RT @boogerboyalex: y’all tried @brazil",FALSE,0,NA,2018-07-06 20:00:05,FALSE,NA,"1015324526526259203",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bighead08_",1,TRUE,FALSE,NA,NA
"RT @j_dhillon6: He didn’t die for this @Brazil 

#BRABEL  #WorldCup https://t.co/pMf2m9lbLj",FALSE,0,NA,2018-07-06 20:00:00,FALSE,NA,"1015324506330664960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sephoru",1,TRUE,FALSE,NA,NA
"BYE BYE @Brazil ITS COMING HOME !!!!!!!!!!!!!!<U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F><U+26BD><U+FE0F>ITS COMING HOME @JamesArthur23 @GaryLineker… https://t.co/NVZygxyv1V",FALSE,0,NA,2018-07-06 19:59:52,TRUE,NA,"1015324472541360129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdamAnderson5",0,FALSE,FALSE,NA,NA
"@Youngstriker9 @k_ef4real @BelgiumMFA @Brazil @Aywenger @BlessingFowowe @Undisputed_Jsam I can't wait...",FALSE,1,"Youngstriker9",2018-07-06 19:59:49,FALSE,"1015269142247723008","1015324458914123776","224969444","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarbayBerry",1,FALSE,FALSE,NA,NA
"#Bittersweet day.  Congrats @westindies. We are starting to show consistency.  

Commiseration to @Brazil. My heart is heavy

#OneLove",FALSE,5,NA,2018-07-06 19:59:44,FALSE,NA,"1015324436445253634",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","davec51",1,FALSE,FALSE,NA,NA
"@neymarjr I LOVE YOU @Brazil NO MATTER WHAT. ALWAYS BELIEVED IN YOU. I DON'T CARE THAT YOU DIDN'T WIN. IN MY HEART,… https://t.co/CAwlxw964b",FALSE,0,"neymarjr",2018-07-06 19:59:41,TRUE,NA,"1015324425112244231","158487331","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Krystle_Jenner",0,FALSE,FALSE,NA,NA
"@Brazil should have bought on  #douglascosta earlier the game changed when he did and he worked hard. Too many chances missed appalling.",FALSE,0,"Brazil",2018-07-06 19:59:26,FALSE,NA,"1015324363929935876","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PRBODYTRAINER",0,FALSE,FALSE,NA,NA
"Who would of thought it?! @Belgianfootball knocking @Brazil out of the #worldcup not me that’s for sure...",FALSE,0,NA,2018-07-06 19:59:26,FALSE,NA,"1015324362436677632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RollinFunky",0,FALSE,FALSE,NA,NA
"Foot: The irritation of the GAME! @Brazil dominate territory; clear chances; shots but go out 1-2! #WorldCup2018",FALSE,0,NA,2018-07-06 19:59:20,FALSE,NA,"1015324338872934400",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","NeilEvansmail",0,FALSE,FALSE,NA,NA
"Fuck you @Brazil",FALSE,0,NA,2018-07-06 19:59:15,FALSE,NA,"1015324317624799232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MlKE904",0,FALSE,FALSE,NA,NA
"RT @Youngstriker9: @k_ef4real @BelgiumMFA @Brazil @Aywenger @BlessingFowowe @Undisputed_Jsam @HarbayBerry Wait oooo... Are we not all think…",FALSE,0,NA,2018-07-06 19:59:10,FALSE,NA,"1015324297420857345",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HarbayBerry",2,TRUE,FALSE,NA,NA
"good fight @Brazil <f0><U+009F><U+0098><U+00A2>, good fight.",FALSE,0,NA,2018-07-06 19:59:10,FALSE,NA,"1015324295365611520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iBall_wnba",0,FALSE,FALSE,NA,NA
"@thibautcourtois  Was 40% of the Reason @BelRedDevils Won , Amazing Saves 60% for the whole Team
.
.
@MarceloM12 wa… https://t.co/DCYzYLXFHq",FALSE,0,"thibautcourtois",2018-07-06 19:59:07,TRUE,NA,"1015324280832380929","71308607","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Historia_De_FCB",0,FALSE,FALSE,NA,NA
"The only cup for Brazil this year is best simulation!! #BRABEL #WorldCup #worldcup2018 @FIFAWorldCup @Brazil",FALSE,0,NA,2018-07-06 19:59:05,FALSE,NA,"1015324275585245185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kapadia_umang",0,FALSE,FALSE,NA,NA
"@Brazil At least y’all get Beyoncé soon enough <f0><U+009F><U+0098><U+0095>",FALSE,0,"Brazil",2018-07-06 19:58:59,FALSE,NA,"1015324249458954241","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lemonadead",0,FALSE,FALSE,NA,NA
"I LOVE YOU @Brazil NO MATTER WHAT. ALWAYS BELIEVED IN YOU. I DON'T CARE THAT YOU DIDN'T WIN. IN MY HEART, YOU ALWAY… https://t.co/P6TQyerfmE",FALSE,0,NA,2018-07-06 19:58:55,TRUE,NA,"1015324231868076033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Krystle_Jenner",0,FALSE,FALSE,NA,NA
"He didn’t die for this @Brazil 

#BRABEL  #WorldCup https://t.co/pMf2m9lbLj",FALSE,0,NA,2018-07-06 19:58:42,FALSE,NA,"1015324179640414208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","j_dhillon6",1,FALSE,FALSE,NA,NA
"@Brazil what now for the boys?",FALSE,0,"Brazil",2018-07-06 19:58:42,FALSE,NA,"1015324176792604675","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","joyofsaint",0,FALSE,FALSE,NA,NA
"@Brazil these the guys that beat you? https://t.co/tPl3tRuIhI",FALSE,0,"Brazil",2018-07-06 19:58:41,FALSE,NA,"1015324173084839937","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","connorjoyce_",0,FALSE,FALSE,NA,NA
"#brabel I’d root for Brazil if a third of their population wasn’t impoverished because of political corruption and… https://t.co/vmeigCNfaJ",FALSE,0,NA,2018-07-06 19:58:27,TRUE,NA,"1015324116994277376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","troll_tweeting",0,FALSE,FALSE,NA,NA
"Three shocking things in this #BRABEL match 
1. @belgium beat @brazil
2. Neymar dived and did not asked for a foul… https://t.co/WDRNEf3Lbi",FALSE,1,NA,2018-07-06 19:58:27,TRUE,NA,"1015324116071657472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jagadeesh163",0,FALSE,FALSE,NA,NA
"Cheated That’s all that can be said cheated out of not one but 2 pks @Brazil @FIFAWorldCup",FALSE,1,NA,2018-07-06 19:58:27,FALSE,NA,"1015324114712608768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheeGoldenAJ",1,FALSE,FALSE,NA,NA
"The famous a gone @Brazil #World Cup",FALSE,1,NA,2018-07-06 19:58:26,FALSE,NA,"1015324112745586689",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","aminusuleh",0,FALSE,FALSE,NA,NA
"@Only1Calvin I know we were both supporting @Brazil we need to stress drink now....or eat...which ever works",FALSE,0,"Only1Calvin",2018-07-06 19:58:26,FALSE,NA,"1015324110883377152","360864893","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MkenyaMarvin",0,FALSE,FALSE,NA,NA
"@Brazil out..Sad day for the South American team.Well played #worldcup Belgium
@EnglishAlbilad @talmaeena @STC_KSA",FALSE,0,"Brazil",2018-07-06 19:58:26,FALSE,NA,"1015324110761680901","1176695388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KhaledAlmaeena",0,FALSE,FALSE,NA,NA
"Shouldn’t of been some bitches fam @brazil",FALSE,0,NA,2018-07-06 19:58:22,FALSE,NA,"1015324092948459521",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Doug_Ramirez",0,FALSE,FALSE,NA,NA
"@bbcsport @FIFAWorldCup @Belgianfootball @Brazil what a result for Belgium. Delighted to see that cheating rat Neymar eliminated <f0><U+009F><U+0098><U+0086><f0><U+009F><U+0098><U+0080><f0><U+009F><U+008E><U+0089><f0><U+009F><U+00A4><U+00A3>",FALSE,0,"BBCSport",2018-07-06 19:58:21,FALSE,NA,"1015324088942891008","265902729","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","HowardCombe",0,FALSE,FALSE,NA,NA
"@byeamira @Brazil Sounds like ya put a curse on em' https://t.co/kkBR4dBNbC",FALSE,0,"byeamira",2018-07-06 19:58:03,FALSE,"1015323383490367490","1015324016062685186","1729439714","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","KofieYeboah",0,FALSE,FALSE,NA,NA
"Now @Brazil man...this world cup is nuts swear down<f0><U+009F><U+0098><U+00A3> 
@FIFAWorldCup2018",FALSE,0,NA,2018-07-06 19:57:56,FALSE,NA,"1015323985414885377",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chdeemi",0,FALSE,FALSE,NA,NA
"He talked and cried and rolled and now hes going home...@neymarjr @Brazil ..love Mexico!!!.go @BelRedDevils !!from @mexico",FALSE,0,NA,2018-07-06 19:57:47,FALSE,NA,"1015323948160913409",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Affy619",0,FALSE,FALSE,NA,NA
"@MsY3ti @Brazil SCOREBOARD",FALSE,1,"MsY3ti",2018-07-06 19:57:46,FALSE,"1015323407020384256","1015323943224397826","2484275772","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CasualJJ",0,FALSE,FALSE,NA,NA
"With @Belgianfootball beating @Brazil this means that all of the Americas are gone. That’s very unfair and I’ll be pulling out of @NATO",FALSE,1,NA,2018-07-06 19:57:42,FALSE,NA,"1015323924731744256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DiscardedT",2,FALSE,FALSE,NA,NA
"#neymar might need to read the boy that cried wolf because if he didn’t cry so much many of those fouls could have… https://t.co/5ivfrp1xde",FALSE,0,NA,2018-07-06 19:57:31,TRUE,NA,"1015323878376304641",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheDADOdesign",0,FALSE,FALSE,NA,NA
"If @thibautcourtois is not the MOTM, then I am giving up all hope in this WC!! #BRABEL #WorldCup2018 #WORLDCUP… https://t.co/0yYeZrWMMS",FALSE,0,NA,2018-07-06 19:57:27,TRUE,NA,"1015323862744096768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kimnbarry0630",0,FALSE,FALSE,NA,NA
"I think Neymar's persistent diving finally caught up with him.  Ref gave him nothing! @Brazil @Belgium",FALSE,0,NA,2018-07-06 19:57:25,FALSE,NA,"1015323856850989056",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mkelvin",0,FALSE,FALSE,NA,NA
"@Brazil @neymarjr Very well played never loss hope...never giveup...this is not the last fifa more to come... Best wishes for 2022 <f0><U+009F><U+0099><U+008F>",FALSE,0,"Brazil",2018-07-06 19:57:24,FALSE,NA,"1015323852476334080","1176695388","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anamika44540568",0,FALSE,FALSE,NA,NA
"#WorldCup #primadonna @neymarjr and @brazil deserved to lose #brazilvsbelgium because of #bad karma. On the other h… https://t.co/qdIfT0jVMt",FALSE,0,NA,2018-07-06 19:57:23,TRUE,NA,"1015323846075998208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nextpotus202401",0,FALSE,FALSE,NA,NA
"@Belgianfootball @BelRedDevils did it @cadamgaga @Brazil @BrazilStat have become a sentimental shadow of their hist… https://t.co/AEBukxISkK",FALSE,0,"Belgianfootball",2018-07-06 19:57:22,TRUE,NA,"1015323842431070209","382018313","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MondliMvambi",0,FALSE,FALSE,NA,NA
"@BMurph29 @Brazil @FIFAWorldCup @neymarjr Belgium all the way!",FALSE,0,"BMurph29",2018-07-06 19:57:22,FALSE,"1015312425174818816","1015323840556105729","23557673","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chadders67",0,FALSE,FALSE,NA,NA
"@Brazil tough luck as @belgium played classic game of football to make it to the semi’s against France now!
#FranceVsBelgium it is.",FALSE,0,"Brazil",2018-07-06 19:57:21,FALSE,NA,"1015323837792178177","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kunj_Shah_93",0,FALSE,FALSE,NA,NA
"So sad @Brazil losses match out #Fifaworldcup2018 @neymarjr @MarceloM12",FALSE,1,NA,2018-07-06 19:57:19,FALSE,NA,"1015323829931933696",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1Himanshumehta",0,FALSE,FALSE,NA,NA
"Looks like my wait from 2002 continues. Thank you nevertheless, @Brazil <f0><U+009F><U+0098><U+00A2> vamos Selecao Brasileira!",FALSE,12,NA,2018-07-06 19:57:12,FALSE,NA,"1015323799573524480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","viveksharmaaa",3,FALSE,FALSE,NA,NA
"join me in my #rodrygoandvini2022 @brazil",FALSE,0,NA,2018-07-06 19:57:10,FALSE,NA,"1015323792598593536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","UITRAKON",0,FALSE,FALSE,NA,NA
"@Brazil lost to @Belgianfootball big upset but good win for Belgium",FALSE,0,"Brazil",2018-07-06 19:57:08,FALSE,NA,"1015323783316557824","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GillandersKevin",0,FALSE,FALSE,NA,NA
"#WorldCup good bye @Brazil 
And good luck @Belgianfootball",FALSE,0,NA,2018-07-06 19:57:06,FALSE,NA,"1015323775515201538",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","innocent_essa",0,FALSE,FALSE,NA,NA
"@kieslichs @Brazil Fuck you",FALSE,1,"kieslichs",2018-07-06 19:56:57,FALSE,"1015323415585132545","1015323736684326913","1694636432","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","carolpinela",0,FALSE,FALSE,NA,NA
"RT @inglshmajer: Great job @Brazil you played like champs despite obvious bad calls. You got robbed. #WorldCup2018",FALSE,0,NA,2018-07-06 19:56:54,FALSE,NA,"1015323725317787650",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","L_HANK",1,TRUE,FALSE,NA,NA
"Lost a wicked better lawd how u do me so @brazil",FALSE,0,NA,2018-07-06 19:56:52,FALSE,NA,"1015323716647993344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lbrowninn",0,FALSE,FALSE,NA,NA
"y’all tried @brazil",FALSE,1,NA,2018-07-06 19:56:44,FALSE,NA,"1015323682720419840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","boogerboyalex",1,FALSE,FALSE,NA,NA
"@Brazil maybe if Neymar stayed on his feet and played football, might have been a different result. Got what you deserved.",FALSE,0,"Brazil",2018-07-06 19:56:42,FALSE,NA,"1015323674235359233","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","adams_steve1",0,FALSE,FALSE,NA,NA
"@Brazil is going finishing....great game  tho #FifaWorldCup2018",FALSE,0,"Brazil",2018-07-06 19:56:39,FALSE,NA,"1015323664080949249","1176695388","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mike_Asiedu",0,FALSE,FALSE,NA,NA
"Suck it @Brazil #Neymar is a bum. Biggest baby diving out there all time.",FALSE,2,NA,2018-07-06 19:56:37,FALSE,NA,"1015323653750317063",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZmoranZ",0,FALSE,FALSE,NA,NA
"Wow! Well done @Belgianfootball #Belgium What a defense. Sorry @Brazil @thelivesoccer_ #WorldCup2018",FALSE,0,NA,2018-07-06 19:56:37,FALSE,NA,"1015323651904851973",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wcveworldmusic",0,FALSE,FALSE,NA,NA
